Company Name,Ticker
BUTN LIMITED,BTN
CADENCE OPPORTUNITIES FUND LIMITED.,CDO
CAISSE FRANCAISE DE FINANCEMENT LOCAL,DXA
CARDIEX LIMITED,CDX
CAULDRON ENERGY LIMITED,CXU
CENTURIA OFFICE REIT,COF
CLEO DIAGNOSTICS LTD,COV
CONRAD ASIA ENERGY LTD.,CRD
CREDIT CORP GROUP LIMITED,CCP
CVC LIMITED,CVC
DELOREAN CORPORATION LIMITED,DEL
DEXUS INDUSTRIA REIT.,DXI
DOME GOLD MINES LIMITED,DME
DUXTON FARMS LTD,DBF
EARTHS ENERGY LIMITED,EE1
EBOS GROUP LIMITED,EBO
EMMERSON RESOURCES LIMITED,ERM
EMPEROR ENERGY LIMITED,EMP
ENOVA MINING LIMITED,ENV
FELIX GROUP HOLDINGS LTD,FLX
FERTOZ LIMITED,FTZ
FIN RESOURCES LIMITED,FIN
FINBAR GROUP LIMITED,FRI
G8 EDUCATION LIMITED,GEM
GAS2GRID LIMITED,GGX
GATHID LTD,GTH
GENMIN LIMITED,GEN
GEOPACIFIC RESOURCES LTD,GPR
GLOBAL URANIUM AND ENRICHMENT LTD,GUE
GOLD HYDROGEN LIMITED,GHY
GWR GROUP LIMITED,GWR
HANCOCK & GORE LTD,HNG
HARMONEY CORP LIMITED,HMY
HARRIS TECHNOLOGY GROUP LIMITED,HT8
HAVILAH RESOURCES LIMITED,HAV
IMMURON LIMITED,IMC
INDIANA RESOURCES LIMITED,IDA
INOVIQ LTD,IIQ
IRONBARK CAPITAL LIMITED,IBC
JB HI-FI LIMITED,JBH
KALAMAZOO RESOURCES LIMITED,KZR
KALGOORLIE GOLD MINING LIMITED,KAL
KINCORA COPPER LIMITED,KCC
KINGSLAND MINERALS LTD,KNG
KINGSTON RESOURCES LIMITED,KSN
KKR CREDIT INCOME FUND,KKC
KORVEST LTD,KOV
L1 LONG SHORT FUND LIMITED,LSF
LBT INNOVATIONS LIMITED,LBT
LEGACY IRON ORE LIMITED,LCY
LTR PHARMA LIMITED,LTP
MACMAHON HOLDINGS LIMITED,MAH
MAGGIE BEER HOLDINGS LTD,MBH
MARONAN METALS LIMITED,MMA
MAYFIELD GROUP HOLDINGS LIMITED,MYG
MEDADVISOR LIMITED,MDR
MEDALLION TRUST SERIES 2016-2,MZT
MEDALLION TRUST SERIES 2017-2,MZ2
MEEKA METALS LIMITED,MEK
METALS X LIMITED,MLX
MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,MAM
MINERAL RESOURCES LIMITED,MIN
MONT ROYAL RESOURCES LIMITED,MRZ
MOUNT RIDLEY MINES LIMITED,MRD
NAGAMBIE RESOURCES LIMITED,NAG
NEW WORLD RESOURCES LIMITED,NWC
NGX LIMITED,NGX
NOVO RESOURCES CORP.,NVO
OCTAVA MINERALS LIMITED,OCT
ORPHEUS URANIUM LIMITED,ORP
PACIFIC CURRENT GROUP LIMITED,PAC
PAN ASIA METALS LIMITED,PAM
PEPPER MONEY LIMITED,PPM
PEPPER SPARKZ TRUST NO.6,PU6
PERPETUAL LIMITED,PPT
PIONEER CREDIT LIMITED,PNC
PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,PGF
PROGRESS 2022-1 TRUST,POC
PROPEL FUNERAL PARTNERS LIMITED,PFP
PROPHECY INTERNATIONAL HOLDINGS LIMITED,PRO
PROSPECT RESOURCES LIMITED,PSC
QBE INSURANCE GROUP LIMITED,QBE
QUBE HOLDINGS LIMITED,QUB
RARE FOODS AUSTRALIA LIMITED,RFA
REACH RESOURCES LIMITED,RR1
RECKON LIMITED,RKN
REDOX LIMITED,RDX
RENU ENERGY LIMITED,RNE
RETAIL FOOD GROUP LIMITED,RFG
RONIN RESOURCES LTD,RON
SABRE RESOURCES LIMITED,SBR
SARYTOGAN GRAPHITE LIMITED,SGA
SERKO LIMITED,SKO
SHINHAN BANK.,SHZ
SILEX SYSTEMS LIMITED,SLX
SMART PARKING LIMITED,SPZ
SOUTH HARZ POTASH LTD,SHP
STRANDLINE RESOURCES LIMITED,STA
SUN SILVER LIMITED,SS1
SWOOP HOLDINGS LIMITED,SWP
TECHGEN METALS LTD,TG1
TERRA URANIUM LIMITED,T92
TIAN AN AUSTRALIA LIMITED,TIA
TITAN MINERALS LIMITED,TTM
TIVAN LIMITED,TVN
TOUCH VENTURES LIMITED,TVL
TOWER LIMITED,TWR
TRAFFIC TECHNOLOGIES LTD.,TTI
TTA HOLDINGS LIMITED,TTA
TYRO PAYMENTS LIMITED,TYR
VECTUS BIOSYSTEMS LIMITED,VBS
VOLT RESOURCES LIMITED,VRC
WELLARD LIMITED,WLD
WHITE CLIFF MINERALS LIMITED,WCN
WIA GOLD LIMITED,WIA
WINTON LAND LIMITED,WTN
